QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,YEAR_ID,MSRP,PRODUCTCODE,CITY,STATE,COUNTRY,TERRITORY,Year,Month,Weekday,Quarter,IsWeekend,PRODUCTLINE_Motorcycles,PRODUCTLINE_Planes,PRODUCTLINE_Ships,PRODUCTLINE_Trains,PRODUCTLINE_Trucks and Buses,PRODUCTLINE_Vintage Cars,DEALSIZE_Medium,DEALSIZE_Small,Revenue,Discount,Sales_log,Revenue_log,SALES_Lag1,SALES_Lag7,SALES_Roll7,SALES_Roll30,SALES_diff_7,SALES_diff_30,Discount_effect
0.1958158424735585,0.8101579745265006,7374.1,2003-07-24,Shipped,2003,2.8193681712011514,S10_1949,Burlingame,CA,USA,EMEA,2003,7,Thursday,3,0,False,False,False,False,False,False,False,False,5974.1859199558685,3.171555383875068,8.905864740438128,8.216358332386156,7329.06,733.11,5782.092857142857,4147.463,1592.0071428571437,3226.6370000000006,23387.36655623314
1.017194926133075,0.8101579745265006,10993.5,2003-09-19,Shipped,2003,2.8193681712011514,S10_1949,Singapore,CA,Singapore,Japan,2003,9,Friday,3,0,False,False,False,False,False,False,False,False,8906.471692957084,3.171555383875068,9.305150426738825,8.412054873292933,7374.1,3207.12,6894.432857142857,4418.213000000001,4099.067142857143,6575.286999999999,34866.49411263056
-1.4469423248454747,0.8101579745265006,4860.24,2003-10-20,Shipped,2003,2.8193681712011514,S10_1949,NYC,NY,USA,EMEA,2003,10,Monday,4,0,False,False,False,False,False,False,True,False,3937.562194112679,3.171555383875068,8.489048828383758,7.650168700845001,10993.5,2434.56,7240.958571428571,4488.024333333334,-2380.7185714285715,372.21566666666604,15414.52033892496
-0.11220131389876024,0.8101579745265006,8014.82,2003-11-06,Shipped,2003,2.8193681712011514,S10_1949,South Brisbane,Queensland,Australia,APAC,2003,11,Thursday,4,0,False,False,False,False,False,False,False,False,6493.270337394488,3.171555383875068,8.989172367982706,8.131824785007195,4860.24,7516.08,7312.2071428571435,4625.706999999999,702.6128571428562,3389.1130000000003,25419.44552178957
-1.2415975539305957,0.8101579745265006,5372.57,2003-11-13,Shipped,2003,2.8193681712011514,S10_1949,Philadelphia,PA,USA,EMEA,2003,11,Thursday,4,0,False,False,False,False,False,False,True,False,4352.630429201841,3.171555383875068,8.589247771087583,7.741099090035366,8014.82,5404.62,7307.628571428571,4679.902666666667,-1935.0585714285717,692.6673333333329,17039.403308745674
0.7091777697607564,0.8101579745265006,7290.36,2003-11-25,Shipped,2003,2.8193681712011514,S10_1949,Lyon,CA,France,EMEA,2003,11,Tuesday,4,0,False,False,False,False,False,False,False,False,5906.343291169019,3.171555383875068,8.894445364530421,8.343077871169383,5372.57,7209.11,7319.2357142857145,4749.405666666667,-28.87571428571482,2540.954333333333,23121.780508387437
1.2225396970479543,0.8101579745265006,9064.89,2003-12-05,Shipped,2003,2.8193681712011514,S10_1949,Vancouver,BC,Canada,EMEA,2003,12,Friday,4,0,False,False,False,False,False,False,False,False,7343.99292170553,3.171555383875068,9.112274298182095,8.45553053102413,7290.36,7329.06,7567.211428571428,4935.576666666666,1497.6785714285716,4129.3133333333335,28749.800683735262
-0.009528928441320661,0.8101579745265006,6075.3,2004-01-29,Shipped,2004,2.8193681712011514,S10_1949,Burbank,CA,USA,EMEA,2004,1,Thursday,1,0,False,False,False,False,False,False,True,False,4921.9527426408495,3.171555383875068,8.712151237085324,8.160803920954665,9064.89,7374.1,7381.66857142857,5054.827666666666,-1306.3685714285702,1020.4723333333341,19268.1504236562
-0.6255632411859581,0.8101579745265006,6463.23,2004-03-10,Shipped,2004,2.8193681712011514,S10_1949,Cambridge,MA,USA,EMEA,2004,3,Wednesday,1,0,False,False,False,False,False,False,True,False,5236.237325698914,3.171555383875068,8.774039181251087,7.972810784121404,6075.3,10993.5,6734.487142857142,5086.524666666666,-271.25714285714275,1376.7053333333333,20498.491903722854
-0.11220131389876024,0.8101579745265006,6120.34,2004-05-04,Shipped,2004,2.8193681712011514,S10_1949,New Haven,CT,USA,EMEA,2004,5,Tuesday,2,0,False,False,False,False,False,False,True,False,4958.442257813523,3.171555383875068,8.719536305787754,8.131824785007195,6463.23,4860.24,6914.501428571428,5218.251333333334,-794.1614285714277,902.0886666666665,19410.997278145933
